Airdrop_Amount,Wallet_Address
590318,0x6f51807ab2c25e0e872a236c5b5146a41a5d2102
590318,0x7a243f31000b1093a9386d41747f8199a4bc811c
590318,0x7971e007a4e4d4dc1f8380f5d91d3f52b5e53461
590318,0x7939be3bf02f901dd9831af7396d3e36191033f6
590318,0xd6467cf34c151647143e575741ad617825ef5185
590318,0x3c420c38b79dc17ede4aba4efcbb5ef9b3a8d997
590318,0xd6e78861aab2f3566284d140148caef615c2c8d7
590318,0xf3b1b6e83be4d55695f1d30ac3d307d9d5ca98ff
590318,0x7d30c934250b33ed250d3169580871d272ba719a
590318,0xd3f9e120e0261904a520acb3f9ca56497bfb7761
590318,0x7fae89f235c1e5e0fc5554ab13b1f78ca1ea9c05
590318,0xf55305f7813f881da919a171a056ead4cab74fdc
590318,0x3e8688079bca6dd09e0af137b34101838a9324da
590318,0x3d6f7cf4b01fc2a51bb3aee90c83d74d0c56232d
590318,0xfc10b4f288dfcc996eb819021934536095a7ce90
590318,0x7e5813a811382a5e4a9800a63388bf2cab019285
590318,0xd4c66aaacd90f3fdcc1aba7e82394673fec6fcd8
590318,0xf5aa9fa7ffbcf17f5cfab7fcdc0e5292f946ced8
590318,0xd4ca3a2f1046b845aad5fe16211fd1686421e175
590318,0x409792221ab86cdd70cffee03370d088696a9823
590318,0xd122c17e2aca1fb94ce60ab697fe8f440e5fd32b
590318,0x807b20c0f527a36fc41fd26d81b53558e1debd1f
590318,0xd04ce7cc91d1256e86b7285c78410fc66e9c4557
590318,0xd035d73bf43562ce0c2da11d71c74d6ad21488a5
590318,0xd01c9047f8918d1296c87024219a728ec5dd515b
590318,0xd015b542ad1f74340364e114261822af49bbdf3e
590318,0x06e0602c9158ee8478365c74606346d90d06df67
590318,0xcfbab63dc829dab7fcd7728c8db62269ee211c18
590318,0xcfb464585241eab3ecb392011648a8e829b951ed
590318,0xcf916ac68d0317936456e639af5023be98c64538
590318,0xcf82de107564c15c13be9d3ad3cc1b5530bec39f
590318,0xe49506b8c74cd829f0bf097d605baf4c22f092ad
590318,0xcf5fafe700fce74cdbb336e07689758969d07dee
590318,0xf080adca1e1468ff1f289b9620b182c010702a78
